label,filename,exclude
tomato_healthy,0cb10f98-491d-4e1f-b8ea-4fb0f1b3675f___GH_HL Leaf 333.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,0cfee8b1-5de4-4118-9e25-f9c37bb6f17e___GH_HL Leaf 252.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,0d259481-e08d-459d-aa92-fe05e1524742___GH_HL Leaf 253.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,0d70d565-520e-474c-85c1-ab478c9f1d4b___GH_HL Leaf 203.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,0de16216-510d-48c1-9ef0-78ce39328ff2___GH_HL Leaf 240.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,0f5a5880-c1f1-4356-8336-d65c69b54cc1___GH_HL Leaf 380.1JPG.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,0f809e80-ee2b-4ad4-9a80-50d789298d48___GH_HL Leaf 192.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,0fd3432a-e22a-4a71-9a63-1c56ee4ce067___GH_HL Leaf 463.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,10126910-47a0-4b22-b3ee-ce9eb4d5d7b5___GH_HL Leaf 350.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,10716d69-324b-4423-9e1e-b09559babb89___GH_HL Leaf 267.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,10a4a3bd-e4c3-4e1c-94bd-cd0cd4e2705b___GH_HL Leaf 526.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,115c8bc1-06b9-4679-9159-46e5640c39e7___GH_HL Leaf 206.2.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,11fe6fbc-a1a9-4cc4-ba85-a6864a4e9bae___GH_HL Leaf 280.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,13053341-b112-411c-bc76-8cadbcb4eded___GH_HL Leaf 223.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,13a4fd9b-13eb-4fcd-af7d-b6c76fbbf456___GH_HL Leaf 272.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1421f343-ba3a-424c-ac71-b5eb9ac26c10___GH_HL Leaf 201.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,14385f16-4e7f-401f-889a-8c1535ed85ba___GH_HL Leaf 503.5.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1479f22a-c0d6-4dac-a752-578f575f276d___GH_HL Leaf 173.5.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1480b935-0081-4052-a7e8-09ef0040d9b5___GH_HL Leaf 338.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,14d46dfe-5348-428c-af6b-82b6625ce6c3___GH_HL Leaf 483.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,15cae3c8-6843-49d1-8da6-33bd014f05ce___GH_HL Leaf 169.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,15daad17-78e9-45d2-9054-5a76221f6c1e___GH_HL Leaf 246.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,167247af-fd67-4b70-a72e-052dc5ea863b___GH_HL Leaf 388.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,16c1b712-2c55-4a8d-899f-cc0e725d4835___GH_HL Leaf 314.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,170e86b9-f51d-49a6-a992-15e00c85ee5d___GH_HL Leaf 189.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,18fa622c-8257-479a-9c81-7a6fe9a3a41b___GH_HL Leaf 428.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,190a6af7-d7b1-4265-b05b-c126a7962c93___GH_HL Leaf 408.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,196e5fd8-8b4e-4a45-9db7-ae59c877e9a7___GH_HL Leaf 284.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1971e05b-fc5e-40c1-a4ff-c6a4c746693f___GH_HL Leaf 237.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1a0a5292-5e63-4afa-8611-38eef316f1e9___GH_HL Leaf 477.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1a0b9a32-3993-44e4-879f-338cd6e45a09___GH_HL Leaf 178.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1a939012-5b9b-4dfa-aeda-ba97ec857903___GH_HL Leaf 278.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1a972145-610d-4efe-96e7-e0253c4ece4a___GH_HL Leaf 237.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1af0bfe1-4bcf-4b8b-be66-5d0953eb647e___GH_HL Leaf 482.2.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1b150c8d-ab5d-43b5-a61d-c3fb3a8ffd54___GH_HL Leaf 321.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1b477a6a-aa09-4c12-ad17-fbbc08cd76da___GH_HL Leaf 386.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1b855a60-d30c-4ed9-8f25-cffe523b436b___GH_HL Leaf 249.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1b966d62-d5c3-4a67-ba36-b67d873ccfdf___GH_HL Leaf 440.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1d10291e-a1ce-4309-b6a4-d034319e3875___GH_HL Leaf 251.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1dffd343-4634-4b33-95f4-eecc755aec8f___GH_HL Leaf 168.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1e4aef32-09c5-4af8-8948-dc86bd8ef2e7___GH_HL Leaf 215.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1e8c2c4d-e787-45ff-87ac-56484ac8d3d4___GH_HL Leaf 472.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,1ebf9add-aa7f-4a84-adbf-67f700f918bc___GH_HL Leaf 437.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,20024ad7-62d7-492c-aa7c-5a139a9a2aff___GH_HL Leaf 416.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,20d823a4-0be3-4b8a-acdc-6efd1236e7f0___GH_HL Leaf 254.2.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,221b0575-215a-430d-a728-60020b7ad160___GH_HL Leaf 340.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,223cb57a-b9b7-4c9a-b03e-701a8548ff4d___GH_HL Leaf 248.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,22e6625c-8075-428b-8356-fc6a97660efc___GH_HL Leaf 444.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,23467438-6237-4b34-acde-80a3129e4b5d___GH_HL Leaf 187.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,240a9583-9e6a-446d-8850-62bc23312ce9___GH_HL Leaf 312.4.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,247e79d6-1874-4ce4-a777-a03a4f94edbf___GH_HL Leaf 211.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,249797c6-648f-4df5-ab87-a0b82eb08801___GH_HL Leaf 495.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2503cc16-ff09-4437-9d4b-4316e2c32764___GH_HL Leaf 235.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,25080b1c-6c0f-4b11-bb31-b5cfb2429395___GH_HL Leaf 238.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,256a65aa-690c-4e03-b426-21e84bb9b6dd___GH_HL Leaf 477.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,25cac927-fd33-4890-9948-8aa1e9a7af52___GH_HL Leaf 293.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,264a08a7-74a4-4492-aff1-8a3ab8b35c46___GH_HL Leaf 314.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,267fd403-bea5-4a99-ae97-ea1c272623a1___GH_HL Leaf 440.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,271be296-4c0b-4817-a44b-cc9611d3f519___GH_HL Leaf 182.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2763797b-4786-41ef-8ff1-73b088f9973c___GH_HL Leaf 231.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,28200010-ba2b-41f7-9dff-94d86019488e___GH_HL Leaf 366.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,291a778d-bfbd-450e-98a8-d8276a9a5cf2___GH_HL Leaf 486.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,293dddf9-f5e5-42de-ab68-f1cad0f69a43___GH_HL Leaf 232.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,29d9f827-5e61-4b9b-acba-db0e7ce2016d___GH_HL Leaf 480.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,29ff6f63-9b09-4833-8d76-00af9c7b6495___GH_HL Leaf 320.2.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2a089ff8-0fcf-4b18-b746-f997e3b18065___GH_HL Leaf 456.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2a1dd125-ece3-499f-a24b-1d00dbcc3184___GH_HL Leaf 227.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2a859068-5042-4f74-82ac-29339c760cbb___GH_HL Leaf 436.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2b14b93f-0664-4b7f-93fa-b7d3df03dc06___GH_HL Leaf 508.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2bc7f6c3-7765-4ab0-926b-57fc918bfbf0___GH_HL Leaf 305.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2bd08574-9555-42a5-93b1-7fab8f9f8786___GH_HL Leaf 475.2.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2d4db3f7-a768-4a27-832c-fc72496e79b4___GH_HL Leaf 446.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2db5d3de-824c-4e62-9db1-e271d13ea27e___GH_HL Leaf 273.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2de3b39c-9fbd-4e94-b9e4-3f97dac9c34d___GH_HL Leaf 286.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2df73051-0fdf-4ed5-a626-205e245ad8c7___GH_HL Leaf 233.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2e485f1d-5aa5-4d56-8733-9625ed4d000c___GH_HL Leaf 344.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2e4b9ef4-4ee8-4a50-aac0-de7c001f36d4___GH_HL Leaf 288.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2e96661f-a313-4deb-bf32-1eacbc10c48d___GH_HL Leaf 424.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2e97e18f-8ae2-4d5d-b7fb-64baeead1ed4___GH_HL Leaf 221.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2ea87b73-a52b-4a4c-938f-4ce06335d171___GH_HL Leaf 177.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2ee6d2c6-a766-422c-a710-e89582d8155e___GH_HL Leaf 470.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2f07c3a8-90db-4d61-b8e3-55b3c016c510___GH_HL Leaf 382.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2f9e1c60-06fc-41e9-af7d-a91c4a5e9f3d___GH_HL Leaf 504.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,2fd78b0f-a307-4824-9e6c-ff4a3f27e3c8___GH_HL Leaf 403.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3005a6ed-8ede-4bc5-ab3c-a54f87c45716___GH_HL Leaf 353.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,30c8f7b8-e0cf-4cfb-b7fe-e2b75ce22789___GH_HL Leaf 333.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,310d6f93-5075-44a2-80e4-57463adff105___GH_HL Leaf 449.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3181ca61-aaa0-4263-a141-2760d164f84b___GH_HL Leaf 189.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,32622151-b281-4603-9d7f-cf5df8201e4c___GH_HL Leaf 171.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3367a9a6-6841-45db-bfa9-9b7b9fed0fa2___GH_HL Leaf 421.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,337e35e3-7b0d-4760-a1f6-c26c7db90a0b___GH_HL Leaf 425.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,347987eb-9aee-49c7-a8c9-346d18ee7227___GH_HL Leaf 229.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,34a5aaa7-f50f-4b19-8a92-78ad697f6865___GH_HL Leaf 407.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,34c81c57-e1fa-49dd-a49d-34fe8b2385fe___GH_HL Leaf 466.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3574c8fc-19bd-4163-adc8-c36276fff0fb___GH_HL Leaf 362.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,37081fee-4a04-4134-99d9-f9ac3801ad47___GH_HL Leaf 201.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,37203047-d8ba-43f7-b31e-d496c41c569c___GH_HL Leaf 389.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3796ec31-0263-4e17-a312-7871e7b5c0c2___GH_HL Leaf 486.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,37aad83b-7ff8-4b35-b3ed-fb8e0f54910b___GH_HL Leaf 342.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,381a69d2-9a7d-40e2-adcb-9d7e362229e2___GH_HL Leaf 478.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3887cbce-afde-4244-b39e-25ee0c9e24fc___GH_HL Leaf 235.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,388aca21-8d73-460f-8f58-a876f294f98e___GH_HL Leaf 463.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,388c05b0-964f-40e1-9319-2466a4021311___GH_HL Leaf 479.4.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,38f54137-3e02-48fb-9fc1-0d444a13c40b___GH_HL Leaf 456.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,397c68cc-c2f8-4a52-8468-557c8181bc9e___GH_HL Leaf 247.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,399440f9-8e5f-4be7-805c-53c10636a9b2___GH_HL Leaf 332.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,39976b35-40e7-4426-b21d-a8bfe1ce0a01___GH_HL Leaf 450.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3a1c6737-c9ff-44dc-9014-954753732160___GH_HL Leaf 406.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3b05e678-aa3c-47c6-9ebd-0650efd82b16___GH_HL Leaf 399.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3b0677fb-ff25-4871-aa89-37f756e917af___GH_HL Leaf 253.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3b0d89df-61d0-407f-9a26-661c8bb730cf___GH_HL Leaf 242.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3b4a011c-68ae-4b84-90b5-27ef4b2d3447___GH_HL Leaf 255.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3be50742-0fe9-404a-809e-9597793748a8___GH_HL Leaf 191.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3be7ae8c-bacb-4877-b6b5-c2251d22b431___GH_HL Leaf 497.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3d8a687c-febd-4bd6-8fa5-62a3e1d5ebf6___GH_HL Leaf 443.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3e204d0d-cfdb-41a2-a68b-c3168305d099___GH_HL Leaf 441.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3e4f86b3-55d1-4efc-bd8a-f13af318b181___GH_HL Leaf 492.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3e9a67e4-492b-4306-be1b-0a2624ea5c3e___GH_HL Leaf 175.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3ea001ac-b49b-4382-a95d-a602fba00a5a___GH_HL Leaf 445.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3f1beda2-534d-4970-b33e-99c43c1ee930___GH_HL Leaf 219.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3f1ce663-3715-4220-bbce-93bcc9f0c478___GH_HL Leaf 311.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,3f730857-e87b-4de0-bcbb-fdf0314e2250___GH_HL Leaf 245.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,410dea1e-836e-4d41-9039-9cfc2ec30c1e___GH_HL Leaf 318.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4127b1a7-3442-4847-96cb-7ea68495039e___GH_HL Leaf 259.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4184da3b-ccbd-4880-9aa7-dbb868a7f571___GH_HL Leaf 355.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,424c3315-6c08-4ab3-89da-d8456bc2050b___GH_HL Leaf 443.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4255f30c-f233-4706-9334-bc3c0d09d63d___GH_HL Leaf 372.2.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,436f658c-5e47-4d2b-9a8e-2509c6d88ad1___GH_HL Leaf 376.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4463e5e9-8afc-4dfd-9317-3013a538f2c8___GH_HL Leaf 308.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,45167988-3f78-4309-8ce2-633d7521847f___GH_HL Leaf 432.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,45a1a63e-d00e-434d-b1b8-5b14dcde5b1e___GH_HL Leaf 250.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,45a1e50e-e504-40a6-8378-39c28914ca43___GH_HL Leaf 448.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,45fc3f1c-6ccc-4ffd-a0a9-f53cbe4e71a1___GH_HL Leaf 206.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4629608b-5ac4-49d9-a8ff-ca1548fd4710___GH_HL Leaf 375.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,47a87555-1411-43a3-85d2-5fb241ec089d___GH_HL Leaf 177.2.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,488feb1c-4b9f-44e7-8aa6-4103a9601f5f___GH_HL Leaf 434.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,48a36957-9e8e-4a17-b789-e775ea4bc523___GH_HL Leaf 254.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,48cd0ef9-4e84-4f83-ad6b-e8ddc3eb6b3b___GH_HL Leaf 317.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,48e28bd8-2395-4541-a64c-fd6fab030f06___GH_HL Leaf 352.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,48ffe8ac-3cd7-4d15-a928-6775f657ddae___GH_HL Leaf 264.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,495559bd-76e2-4c7a-935c-3ca1b4cf4b7b___GH_HL Leaf 180.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4959798b-5c9b-4f8e-b0a0-3778259614b1___CG1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,49a59716-84d4-44bd-b1c7-4571def5be12___GH_HL Leaf 421.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4a077dcb-30be-4f8d-9dc9-00f3874b1676___GH_HL Leaf 465.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4a0a9092-e70e-4a73-bb51-4d83b3c90a38___GH_HL Leaf 195.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4af641e9-7960-4c73-a32c-6373d1f341d0___GH_HL Leaf 489.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4ce6844e-2a92-47aa-9115-0eb1a9a0611c___GH_HL Leaf 464.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4d82bf50-5e71-4597-8684-6db7300e0cd4___GH_HL Leaf 316.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4de74e9a-e32a-467a-b6fd-512a16a09d22___GH_HL Leaf 329.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4e3e2f5a-04a7-4142-aad1-acfa13344e33___GH_HL Leaf 358.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4ed0a372-fe3d-49a6-82a1-2e904e6c66e3___GH_HL Leaf 200.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4ed59995-6214-4996-b98b-750e85433920___GH_HL Leaf 474.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4f256237-9e94-4703-b128-8e91ffac8075___GH_HL Leaf 364.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4f334ff5-0f0a-4d15-8760-448bebddd4f2___GH_HL Leaf 527.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,4ff18566-4ef0-4492-85c6-5f8c94a2c20f___GH_HL Leaf 418.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,5015e0d2-a6e3-4859-aceb-78089d1b60f7___GH_HL Leaf 186.2.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,505465db-407b-4e0a-8110-7479dad5261c___GH_HL Leaf 389.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,50a1376a-3a56-40b5-9f95-614689509505___GH_HL Leaf 413.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,50ac802c-b814-4faf-b0d5-a7bc012747eb___GH_HL Leaf 315.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,50aebd46-fc21-4954-b2d7-729b02a849b1___GH_HL Leaf 194.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,50c710e2-ad13-4b3a-a829-65d51ead21ff___GH_HL Leaf 269.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,50e94883-d7f1-4165-8c48-2f999ed1eef6___GH_HL Leaf 478.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,5104e988-bef6-45fe-9677-095a045239ad___GH_HL Leaf 449.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,513e1e06-d736-4317-b86b-73464b111958___GH_HL Leaf 385.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,5153c319-4ab2-4ad0-af02-37219b0766d3___GH_HL Leaf 500.3.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,51c29eaf-bd3a-427b-8ff7-ef970131ba95___GH_HL Leaf 345.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,51e66b4b-c192-432f-bc52-d1c86a8da427___GH_HL Leaf 397.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,51fda747-5f6a-4870-a874-2a53f706c015___GH_HL Leaf 220.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,5216e02b-891f-4b00-9768-73f13e6d8ebf___GH_HL Leaf 433.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,52325034-c2a2-4f00-b49d-e67cafcd2828___GH_HL Leaf 399.1.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,5300bf32-485d-4978-9099-3175fb666da8___GH_HL Leaf 475.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,530faba8-67fa-45bc-8aad-353f879b224c___GH_HL Leaf 462.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,532a6e3c-5dd5-4adf-9bc0-c13551dae536___GH_HL Leaf 354.JPG,missing_or_ambiguous_leaf_group
tomato_healthy,54059d2e-8903-4cf1-9856-676620a5be93___GH_HL Leaf 484.JPG,missing_or_ambiguous_leaf_group
