split,label,group,path,sha256,pixel_sha256,width,height,source_url
test,early,early:53.0,data/splits/test/early/04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439.JPG,430d3d965dd221b0441861a15aa1c1a1979dcd24eb75d44a40d668c5b8e54738,19d32355c5f8a241d19b0530038f6a7eca5fb1707421d0b37abbe6c6ec01edd5,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B%207439.JPG
validation,early,early:161.0,data/splits/validation/early/055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247.JPG,d9b6e6a906f843d3fd5a825ecd6091284cc307cb071051c13e85ff3d9ce9c30d,db33eef2806e50fb2672499882d8d7d83efb36b07e3e3d6e567536ccb8364740,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B%208247.JPG
test,early,early:174.0,data/splits/test/early/05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,b1f05921191310b3057b7fb77f6dbe07bb4513ceb1b857f73b42cf196b1bf52d,7d32d6a1265892435e32695c7db78ec729b305cc4435b0ee47c12cd4a7ecfe51,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B%208349.JPG
train,early,early:158.0,data/splits/train/early/0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220.JPG,5cbaba79a6b99f72c51ac1828fbd341b1f91e84e632441ff033c4f96f067702f,296cd587602679fd182c96ab02cf7a7d088681731689bca65bf497fcbb3ac2e2,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B%208220.JPG
test,early,early:53.0,data/splits/test/early/06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B 7440.JPG,7e82be314a6dc9b5d49884d0127e20f6932d095503b6222a720bcc181316cb2b,b8cf0e29abb05955018bf1420749439e551b54ee3f604c7c7460da54afde2bdf,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B%207440.JPG
train,early,early:84.0,data/splits/train/early/06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B 7573.JPG,d387ea001c0bf07c37f6ac49d8c9e60554f1c90036a19cea8e0368bf7884f40f,98e2579c182a68bbb948d31057da6f4fd3226522058a616a4117715b43b74a5b,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B%207573.JPG
train,early,early:206.0,data/splits/train/early/06d6d114-8d26-43eb-b79f-44218bbfa0d1___RS_Erly.B 9441.JPG,7bb0b772319d7cdee0faca47135e272d8ef93c9ee2a5e3c0d2987c2b87c1f706,480e6443d0c0308e85d9985285af6aefe249ee07e72745b82d20b44dfa79fd45,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/06d6d114-8d26-43eb-b79f-44218bbfa0d1___RS_Erly.B%209441.JPG
train,early,early:19.0,data/splits/train/early/070679a9-27e1-4e6e-8072-29f3750d525b___RS_Erly.B 6439.JPG,07c8c1b6fee215f3ec31e265e3c6dd9710cdc88859d651f869946159cbfc93b9,8c6a75f0c3f0d95e49fa87f1b255ddd8334338d74123ad73de93a7450de17c9e,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/070679a9-27e1-4e6e-8072-29f3750d525b___RS_Erly.B%206439.JPG
train,early,early:60.0,data/splits/train/early/072ae43a-416b-434a-a5a2-1b48bc47fada___RS_Erly.B 7472.JPG,f6852ee2bb6e834a6874109c0bc4988bac5d7223a1a05f353dcb9dba1dc43e8d,fa1786c29b378ee5b5618f561d461d3bae6f804f07cf5b8053923107741e4c31,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/072ae43a-416b-434a-a5a2-1b48bc47fada___RS_Erly.B%207472.JPG
train,early,early:55.0,data/splits/train/early/07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455.JPG,7e63c1bf1f9a73e6daf98f844a17fbb9ef270aa1ed2724d12c9708954af437dd,6798ef8324e2c525cccf702f6a29b35802a28142bd0a1b9c1d44dcdf655d137d,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B%207455.JPG
train,early,early:240.0,data/splits/train/early/07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578.JPG,11751e71eb7dcbf0420787c0fda6624c3988a241358ff8432d44f0ece7f56e94,a17d61cd4285d6c71b6ef4de7f918d8f51f6d4301ae5521491b364518ce7c3f3,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B%209578.JPG
train,early,early:177.0,data/splits/train/early/074bc781-f586-46b0-bef5-0237e3bf5043___RS_Erly.B 8375.JPG,9a445d2012e007074fb1cd79e3e9c2163452ef85aa852d1de04982aeb6d2eff7,156be7b6b885b40118b469aea452405f64bb4d281a12ff3063c140b26e4371a8,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/074bc781-f586-46b0-bef5-0237e3bf5043___RS_Erly.B%208375.JPG
train,early,early:70.0,data/splits/train/early/07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516.JPG,4507bd46317002c2d183d86b10445b0a7f2c5b5a973873aaf0078d7bd77a496c,7910fa15680efea5a8083c5a0e459ad8f7611a808875ac934cba08c9f4cbb56a,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B%207516.JPG
train,early,early:87.0,data/splits/train/early/079e0d43-e9d2-4217-b8e8-2f3b989cdab2___RS_Erly.B 7588.JPG,4461e4ca740b332e596f2d72795d065192f93ed4404725e7298b7aba32347181,9a4db9f30c1a990d00c0d4ce8493550d08963bbefa8afb5b0067ebbc0b2af8fb,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/079e0d43-e9d2-4217-b8e8-2f3b989cdab2___RS_Erly.B%207588.JPG
train,early,early:76.0,data/splits/train/early/08615b7d-eca7-487e-a9ea-07842ecf81e8___RS_Erly.B 7543.JPG,4af0d0fcec85a266648273f48a83382b3f4a1da9df304450b261023588eb0abe,67f192bf224584cd1214e58a2aa4b4c3e69406d16cc7614f9f1bc22a2e5fe93d,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/08615b7d-eca7-487e-a9ea-07842ecf81e8___RS_Erly.B%207543.JPG
train,early,early:203.0,data/splits/train/early/089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B 9428.JPG,1c4021e49e7fecbcfa63dfb837f19df0a77c4893ef3f0c3ede41b70823173bb4,19a0a40c800511c0d2f60f254f01fae5469e59b751a9065a706bf7fba7075b1e,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B%209428.JPG
train,early,early:62.0,data/splits/train/early/08fe6531-bb66-4e0a-98b3-4b86a794f9f9___RS_Erly.B 7483.JPG,e8ef414fdc716aa1d2b2c800b1dc0bc28d37a1a59866a3885e5d7b91795fe234,1e7ce926ca8ccab30e0b26f49e9cbbfb4b98d4a5299e6d469c16bb4becac1242,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/08fe6531-bb66-4e0a-98b3-4b86a794f9f9___RS_Erly.B%207483.JPG
train,early,early:236.0,data/splits/train/early/090af0e4-75f2-495a-8bca-a3370c6dd2a6___RS_Erly.B 9562.JPG,bcddda7fc1e2073ea641d35efea12ae980d75f3287a7774151436426b4066033,0c8d9bf65e8f6a5a87d2fbe68508ed1c9993fceb491b2adcfa6c8156a898e686,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/090af0e4-75f2-495a-8bca-a3370c6dd2a6___RS_Erly.B%209562.JPG
train,early,early:216.0,data/splits/train/early/0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481.JPG,c2e489ab5dbeb63096e293a50ed05b3ed8111f8cddf456abba85de90cd43ae0e,e7c21b3771fc2a9a0b56637c7c6e0c11f9a18d47a81baeaaedab08d0b864320c,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B%209481.JPG
train,early,early:155.0,data/splits/train/early/0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B 7860.JPG,9f03019d5fba731081343778052675091701644d17ecd1c5f6369395d4a35911,e014b20649459cf54a4d2557be5ef44230d3afa9bcfd3348a7c7f865ced5150e,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B%207860.JPG
train,early,early:93.0,data/splits/train/early/0abc57ec-7f3b-482a-8579-21f3b2fb780b___RS_Erly.B 7609.JPG,6298a503cb3d9e5e1d31bfd8c6f59dac37550070f9c313aa7e58f5dc592b744a,5799a8b4a7d070d2ab4e2478005e4348209211777fa1a81be3016d1056e70327,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0abc57ec-7f3b-482a-8579-21f3b2fb780b___RS_Erly.B%207609.JPG
train,early,early:206.0,data/splits/train/early/0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B 9442.JPG,776ab122d17e54f2a662d8449f42bed2806e94e9c6a690c3c7a56ca6c4e20664,8c99fbcaff59c1b4f19937e7c4a64acdd22bd93bfbcf462d0b27f7c7d619d33e,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B%209442.JPG
train,early,early:235.0,data/splits/train/early/0b494c44-8cd0-4491-bdfd-8a354209c3ae___RS_Erly.B 9561.JPG,f742c5b34eeb9f083e8822ed4920e7ea90d941ed5b4820077b4ab0ddda4b4ca7,cded95c91ee66eb0a7839b2b679d1529187bf3d945b2eaa89eb4b847760e588f,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0b494c44-8cd0-4491-bdfd-8a354209c3ae___RS_Erly.B%209561.JPG
train,early,early:220.0,data/splits/train/early/0ba3d536-8732-4ea1-b3e1-a1be86e5dc6a___RS_Erly.B 9499.JPG,8d7fdd664972277f88f31525060168d19eed84bc700dc06552080fa01ef168ed,8fae75d567ab541eabced3c926cac34d8919925c2cd717ae46d0bf92d7e315a2,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0ba3d536-8732-4ea1-b3e1-a1be86e5dc6a___RS_Erly.B%209499.JPG
test,early,early:83.0,data/splits/test/early/0bb52721-51a6-4343-8c54-de15cedf8e5c___RS_Erly.B 7572.JPG,bb8cf07350baac37f7fdfa2a9e54587363c8a8806a28e8d0b085c1de9ab4a3cb,007ffa3f2f25ced6373e1d8dc38f0e26c7dd03e52e912759890d6ec47e6a7bbe,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0bb52721-51a6-4343-8c54-de15cedf8e5c___RS_Erly.B%207572.JPG
validation,early,early:172.0,data/splits/validation/early/0bd357fe-1e54-4c65-979c-e894e0b8a3aa___RS_Erly.B 8328.JPG,a464236bc9ea8dc87b7d77863893056d8b8db696be6db66469bbc46d008b6e1f,52a0a65b4eb97829fcf2c67718cbf102c8c0c19fa030445eca1fa425fb1c352f,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0bd357fe-1e54-4c65-979c-e894e0b8a3aa___RS_Erly.B%208328.JPG
train,early,early:168.0,data/splits/train/early/0bed4d68-b82c-4e96-bbfe-e0fc10df01aa___RS_Erly.B 8301.JPG,3a91cd088072abcc876be62ae6982146022ee562bd3f48885a77fb525c7c071f,b4a81330cbcb8f714becd12db88bf156614b446140d80ea326b773bd335dec12,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0bed4d68-b82c-4e96-bbfe-e0fc10df01aa___RS_Erly.B%208301.JPG
train,early,early:17.0,data/splits/train/early/0c221e01-a85e-4794-b45b-3a91e349a8d2___RS_Erly.B 6425.JPG,aa69d4af878e8a9384724ef1a4d776aa47b96e998fb40632708645916454497c,2110df171129a85445b69886dc9bb61059a098694634843e93e4924f544c5688,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0c221e01-a85e-4794-b45b-3a91e349a8d2___RS_Erly.B%206425.JPG
validation,early,early:61.0,data/splits/validation/early/0c865fa4-b0bf-4e69-b39a-d97b068cef84___RS_Erly.B 7477.JPG,3d2b20af378eaf41d15f7a9e1a0f91b4bd28b9cba83a4be8d5fb5e2d08950361,c003b2eb7a2505e01d22ba72296ba472df4ad4f0ec93c987aef789c361efd41e,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0c865fa4-b0bf-4e69-b39a-d97b068cef84___RS_Erly.B%207477.JPG
train,early,early:147.0,data/splits/train/early/0cd17aff-13d8-439a-ac08-dae1aea55edb___RS_Erly.B 7828.JPG,c083a024ba0f063c6854a6c146f2c6ca96b4d69f82d65f0aa27a9fff3b21924a,672d9e3952e923fca1075e817cff44f0635c89199c0f2596a6553b2019a88cf0,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0cd17aff-13d8-439a-ac08-dae1aea55edb___RS_Erly.B%207828.JPG
train,early,early:68.0,data/splits/train/early/0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B 7508.JPG,4cee900ea8ca894383ac49a70f058fdf9dad34e8d72eef4d690a1016aa8e615e,431da60241f42e7e7dd06476a0660a1062c2471232e8cf3ddb03405fdb49541b,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B%207508.JPG
train,early,early:237.0,data/splits/train/early/0cd2270f-87f8-45b5-a4af-19fa34b2acaa___RS_Erly.B 9567.JPG,bb08a72c795174ed1682af1a25d5cb1ac22d8b0338c954a244cfd721a96e9b69,759e11975ec88c3d2f5ea03964bca8f3ca8f8e5e1e86843c5c10dad6615eab4c,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0cd2270f-87f8-45b5-a4af-19fa34b2acaa___RS_Erly.B%209567.JPG
train,early,early:169.0,data/splits/train/early/0d5f65a3-b32f-4565-b63a-c6da73c1322b___RS_Erly.B 8310.JPG,8de6df0c520e50bb4986910a7bf06cab0aac321c6991ee716abda7cd0c2ddbaa,d6a412cd2f2baa366eb5ddfb464034fd15ee45ab3e27676b8163c6e3b3ac0984,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/0d5f65a3-b32f-4565-b63a-c6da73c1322b___RS_Erly.B%208310.JPG
